time,current
Starting data collection:
223155,1.59063
223258,1.63696
223358,1.59772
223461,1.51210
223563,1.68729
223665,1.62739
223765,1.59637
223866,1.67841
223966,1.71304
224066,1.64416
224166,1.75920
224267,1.65817
224367,1.73923
224467,1.64778
224569,1.71730
224670,1.71133
224770,1.70462
224870,1.80125
224970,1.60927
225070,1.64645
225171,1.63716
225271,1.45092
225374,1.52784
225477,1.52555
225577,1.53152
225677,1.58382
225777,1.53239
225880,1.66778
225980,1.62968
226084,1.63010
226184,2.35624
226284,3.58603
226384,2.42894
226489,1.84311
226589,2.71811
226691,2.42120
226791,2.42291
226895,2.93114
226995,2.40055
227098,2.68628
227198,4.60497
227298,3.59833
227398,2.67921
227499,2.40423
227599,2.65042
227702,2.82321
227804,2.94726
227904,1.55561
228007,1.07435
228110,1.95531
228210,3.33800
228412,2.55395
228512,3.11346
228616,2.79359
228718,1.76896
228818,1.90019
228918,3.35823
229018,3.55836
229118,3.13858
229218,3.09205
229320,2.74287
229421,2.74269
229521,2.52609
229621,2.45672
229721,2.45053
229821,2.69809
229921,3.27746
230022,2.94661
230122,3.45049
230222,3.33535
230322,2.81952
230422,4.19071
230522,4.14780
230622,2.90680
230722,3.74595
230822,4.87373
230922,3.95125
231022,3.96625
231124,3.87989
231224,4.08219
231324,4.04818
231424,3.96147
231524,3.91018
231624,3.86758
231724,3.82876
231824,3.58139
231924,1.70856
232024,3.61602
232127,3.73319
232227,2.24010
232327,2.57025
232427,3.78904
232529,3.45123
232629,1.31327
232729,4.02712
232834,3.56626
232934,3.54482
233034,1.38699
233137,2.79555
233239,2.32796
233339,2.07064
233440,3.80421
233540,2.33269
233641,1.62955
233741,3.46366
233841,2.27235
233941,1.77588
234041,2.67024
234141,1.89720
234241,1.72741
234344,3.13873
234449,5.76936
234550,5.30006
234751,2.56361
234853,3.66770
234956,1.87955
235058,2.57932
235158,3.29988
235258,2.97159
235361,1.28908
235464,3.45450
235564,3.60285
235668,3.62904
235768,3.58984
235869,2.94060
235969,1.46709
236069,3.57448
236169,3.81733
236271,3.26378
236371,1.66979
236471,3.48317
236571,4.04544
236671,2.88821
236771,1.94861
236871,3.01363
236971,2.99703
237071,3.60733
237171,2.68782
237271,1.08862
237371,2.66977
237471,2.97588
237574,3.10468
237677,3.22356
237778,3.30603
237878,2.55478
237978,0.97753
238080,2.31219
238180,1.54383
238280,1.78211
238380,2.03769
238480,1.41541
238582,1.19942
238682,1.36643
238782,1.32727
238882,1.37779
238982,1.44685
239082,1.61707
239182,1.97982
239283,2.32898
239383,2.15613
239485,2.02891
239589,1.77238
239690,1.54950
239790,1.23986
239890,1.15039
239990,1.16831
240090,1.18037
240190,1.21436
240297,1.22414
240400,1.22903
240500,1.90795
240600,1.48411
240700,1.26198
240803,1.34684
240903,1.94417
241003,3.11870
241103,2.86246
241203,2.28282
241303,1.50770
241403,1.13913
241503,1.20325
241603,1.27783
241705,1.24183
241805,1.15426
241905,1.20434
242008,1.23928
242108,1.34462
242211,2.04091
242314,2.07259
242414,1.51087
242514,1.31028
242614,1.32311
242715,1.30644
242816,1.40816
242917,1.72839
243017,1.88094
243119,2.57913
243219,1.47276
243322,1.35341
243423,2.46274
243523,3.82064
243625,4.04798
243725,3.35168
243825,3.29774
243925,3.86356
244025,4.47766
244125,4.28704
244226,4.10279
244326,3.97724
244428,4.00871
244529,6.70134
244629,6.51782
244729,3.70986
244829,5.72422
244929,6.16609
245029,4.06593
245132,4.78232
245233,5.00686
245334,3.14750
245437,4.31574
245538,6.38925
245639,2.77429
245740,4.10494
245842,6.32421
245942,2.45117
246044,4.07509
246145,5.06968
246245,3.25860
246346,4.07041
246446,4.29617
246746,4.84743
246847,1.94441
246947,5.62888
247052,3.32210
247154,2.74180
247254,5.16516
247354,3.11585
247454,3.31659
247555,3.85056
247655,2.68375
247755,4.35560
247856,3.92846
247956,3.27559
248056,2.77788
248157,4.83647
248257,1.99764
248357,3.44075
248457,5.39812
248557,0.98217
248657,4.66455
248760,4.47943
248862,2.40548
248962,3.83645
249064,3.82544
