time,current
Changing right motor to: 70.00%, and left motor to: 70.00%
Changing right motor to: 85.00%, and left motor to: 85.00%
Changing right motor to: 100.00%, and left motor to: 100.00%
Starting data collection:
373901,0.47484
374003,0.58474
374103,0.83129
374206,0.49343
374306,0.23573
374411,0.22497
374511,0.66970
374613,0.79928
374713,0.63996
374814,0.21196
374914,0.20559
375015,0.54876
375115,0.82638
375215,0.67277
375315,0.35100
375417,0.14597
375517,0.37985
375617,0.78314
375718,0.87707
375818,0.58813
375918,0.08545
376018,0.20211
376120,0.55940
376220,0.82218
376320,0.66387
376422,0.48129
376522,0.05813
376626,0.41526
376728,0.76789
376828,0.68108
376928,0.45534
377030,0.20880
377132,0.53847
377234,0.84814
377334,0.68910
377434,0.38408
377536,0.16039
377636,0.52450
377736,0.83887
377836,0.67597
377940,0.31551
378043,0.17175
378143,0.54976
378243,0.86537
378346,0.65771
378446,0.34995
378547,0.11247
378647,0.48466
378749,0.89216
378849,0.63994
378949,0.21066
379051,0.17288
379151,0.56420
379251,0.85751
379351,0.66852
379451,0.38584
379551,0.16691
379651,0.44801
379751,0.84438
379852,0.67621
379954,0.42495
380054,0.12548
380154,0.36937
380254,0.75367
380354,0.72434
380454,0.53383
380554,0.06708
380654,0.28204
380755,0.71726
380855,0.84200
380955,0.65907
381055,0.11215
381158,0.21743
381258,0.62532
381358,0.84181
381458,0.61013
381558,0.17904
381658,0.20899
381758,0.66842
381858,0.81949
381958,0.60383
382059,0.08058
382160,0.25279
382262,0.76061
382363,0.79294
382463,0.64445
382563,0.67959
382663,0.57868
382766,0.60704
382866,0.98908
382966,1.00716
383066,0.84225
383167,0.67489
383267,0.54906
383367,0.62195
383467,0.90360
383567,1.15288
383667,1.21435
383767,1.21795
383868,0.85296
383970,0.70161
384070,0.56227
384170,0.39458
384270,0.65429
384371,0.84152
384473,0.82059
384573,0.78971
384673,0.82132
384773,0.81327
384873,0.71203
384974,0.77645
385074,0.62589
385174,0.54070
385274,0.10471
385375,0.18947
385475,0.18287
385576,0.59511
385676,0.73691
385776,0.83790
385876,0.67161
385976,0.59968
386076,0.10144
386180,0.23493
386280,0.65784
386384,0.81609
386486,0.65254
386586,0.07299
386686,0.31528
386789,0.76895
386889,0.78296
386989,0.74005
387094,0.31806
387194,0.58652
387294,0.72033
387396,0.60482
387496,0.56709
387596,0.70620
387696,0.80783
387798,0.93585
387898,0.92918
387998,0.92348
388098,0.75243
388198,0.72579
388300,0.74182
388401,0.69692
388501,0.45959
388601,0.50099
388701,0.65137
388802,0.72569
388902,0.82718
