time,current
Changing right motor to: 100.00%, and left motor to: 100.00%
Starting data collection:
74787,0.62133
74888,0.97206
74988,0.91696
75088,1.07674
75188,1.04799
75288,1.05332
75391,1.04729
75492,1.02772
75592,1.15656
75696,0.98091
75796,0.99217
75896,0.91336
75999,0.96345
76099,0.86953
76200,0.88400
76304,0.80799
76406,0.87221
76506,0.93240
76606,0.84241
76706,0.86040
76806,0.90346
76906,0.79253
77006,0.96911
77108,0.81953
77209,0.81851
77309,0.76559
77409,0.75833
77509,0.69129
77611,0.71551
77711,0.67795
77814,0.65019
77914,0.60044
78014,0.63549
78114,0.63492
78218,0.50239
78318,0.79940
78418,0.70374
78518,0.64329
78620,0.74433
78720,0.65995
78823,0.71398
78923,0.70640
79025,0.64516
79127,0.75064
79227,0.66288
79327,0.68551
79427,0.70307
79527,0.73481
79627,0.73753
79727,0.75593
79827,0.83254
79927,0.75079
80027,0.78426
80127,0.88554
80228,0.92235
80328,0.77966
80429,0.88595
80529,0.84576
80629,0.88580
80729,1.06552
80832,0.83635
80932,0.93480
81033,0.69403
81133,0.85179
81233,0.76996
81333,0.90105
81435,0.89411
81535,0.85046
81637,0.78580
81737,0.85875
81837,0.79333
81942,0.74597
82042,0.67076
82143,0.80080
82243,0.75913
82343,0.80619
82444,0.71311
82544,0.73596
82645,0.78881
82745,0.80290
82845,0.90886
82945,0.95732
83045,0.85353
83145,0.84861
83245,0.76477
83345,0.85153
83447,0.74567
83547,0.84470
83649,0.80871
83749,0.75003
83849,0.85105
83949,0.80959
84051,0.77692
84151,0.74319
84251,0.76965
84351,0.52772
84451,0.64965
84554,0.69265
84654,0.78445
84754,0.84385
84854,0.82802
84954,0.76063
85054,0.75543
85154,0.81420
85254,0.78617
85354,0.71878
85454,0.87780
85554,0.72879
85654,0.70827
85754,0.73230
85854,0.73142
85954,0.64108
86055,0.61168
86155,0.73364
86255,0.71539
86355,0.76283
86458,0.72712
86562,0.69386
86662,0.73089
86762,0.66736
86864,0.73816
86967,0.62637
87068,0.56252
87169,0.55968
87269,0.61066
87372,0.63638
87472,0.71457
87572,0.58571
87672,0.65054
87773,0.64077
87873,0.69759
87974,0.59349
88074,0.66104
88174,0.68651
88276,0.57529
88379,0.63314
88479,0.58508
88580,0.59115
88680,0.49116
88780,0.43895
88882,0.49132
88982,0.46913
89082,0.52905
89182,0.55875
89284,0.60479
89384,0.63713
89484,0.64585
89584,0.59475
89684,0.67877
89784,0.62579
89887,0.63388
89989,0.63598
90092,0.69983
90195,0.65603
90295,0.77469
90395,0.72772
90498,0.73957
90598,0.69122
90698,0.69575
90798,0.66169
90898,0.60155
90998,0.72311
91098,0.79157
91201,0.88212
91301,0.88993
91401,0.80979
91501,0.77963
91601,0.60385
91706,0.74064
91806,0.66155
91906,0.82816
92008,1.03882
92108,1.06261
92208,0.94360
92308,1.06383
92408,0.84932
92508,0.89577
92609,0.86025
92709,0.79874
92809,0.92770
92909,0.91593
93011,0.90503
93111,0.91545
93214,0.81672
93317,0.99233
93417,0.86164
93517,0.91873
93617,0.85041
93717,0.75109
93817,0.83655
93917,0.79370
94018,0.95131
94118,0.80704
94218,0.85052
94322,0.90570
94422,0.94120
94522,0.78506
94622,0.76586
94724,0.80018
94824,0.86989
94926,0.92535
95029,0.81493
95132,0.88151
95232,0.79660
95334,0.86012
95434,0.85414
95534,0.69822
95634,0.76216
95738,0.79941
95840,0.75480
95941,0.82798
96041,0.64334
96141,0.69925
96241,0.66603
96344,0.67979
96444,0.81294
96544,0.79377
96646,0.85211
96748,0.82333
96848,0.76440
96949,0.78567
97049,0.81304
97149,0.85210
97250,0.88009
97350,0.71363
97450,0.75786
97550,0.73702
97651,0.73699
97753,0.72706
97853,0.70801
97953,0.67869
98053,0.73520
98158,0.70865
98258,0.69947
98358,0.61925
98458,0.59512
98560,0.53197
98660,0.50338
98763,0.52266
98864,0.49793
98964,0.64869
99065,0.59153
99165,0.70190
99266,0.79189
99366,0.61597
99466,0.73795
99566,0.80914
99666,0.77897
99766,0.80982
99866,0.75385
99966,0.69047
100066,0.85043
100169,0.68427
100272,0.74339
100372,0.79821
100472,0.86544
100572,0.84460
100674,0.75506
100774,0.75780
100874,0.62069
100974,0.68526
101076,0.69030
101181,0.59656
101281,0.73317
101381,0.62171
101481,0.71054
101581,0.68625
101681,0.67292
101781,0.64211
101881,0.65684
101981,0.54410
102081,0.61610
102184,0.57117
102284,0.53016
102384,0.53916
102484,0.57833
102584,0.59220
102684,0.56748
102784,0.60227
102886,0.66117
102987,0.65404
103087,0.60197
